epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,2494.12,0.74316,0.67322,1.1979,0.75607,0.72446,0.82933,0.61751,1.10866,1.81637,1.36131,0.000110691,0.000110691,0.000110691
149,2510.77,0.74169,0.66512,1.18361,0.76634,0.74143,0.83025,0.60937,1.09724,1.76313,1.35321,0.000106212,0.000106212,0.000106212
150,2527.48,0.74426,0.67557,1.19858,0.78394,0.73967,0.83799,0.61144,1.1074,1.71322,1.34352,0.000101734,0.000101734,0.000101734
151,2544.06,0.744,0.66,1.19643,0.78833,0.71929,0.81965,0.61979,1.04339,1.88517,1.32834,9.72559e-05,9.72559e-05,9.72559e-05
152,2560.72,0.74141,0.6535,1.19518,0.76487,0.71308,0.8204,0.61319,1.07178,1.86381,1.34479,9.27776e-05,9.27776e-05,9.27776e-05
153,2577.34,0.73294,0.66184,1.18504,0.74964,0.70411,0.80285,0.59001,1.12574,2.0055,1.37625,8.82993e-05,8.82993e-05,8.82993e-05
154,2593.88,0.71215,0.65534,1.17606,0.7528,0.72184,0.81291,0.59986,1.093,1.86825,1.35428,8.3821e-05,8.3821e-05,8.3821e-05
155,2610.53,0.72464,0.66756,1.18545,0.77897,0.71108,0.80692,0.60328,1.13224,1.99597,1.38442,7.93427e-05,7.93427e-05,7.93427e-05
156,2627.36,0.72317,0.65794,1.17997,0.77918,0.7013,0.81981,0.60673,1.13206,1.89229,1.38032,7.48644e-05,7.48644e-05,7.48644e-05
157,2644.12,0.73,0.65787,1.18669,0.78803,0.68594,0.80797,0.60423,1.13221,2.00586,1.38675,7.03861e-05,7.03861e-05,7.03861e-05
158,2660.72,0.71011,0.64318,1.16797,0.78193,0.72129,0.82349,0.61327,1.12029,1.90747,1.36809,6.59078e-05,6.59078e-05,6.59078e-05
159,2677.49,0.72518,0.64853,1.18327,0.78979,0.71308,0.82221,0.61078,1.11217,1.91831,1.37603,6.14295e-05,6.14295e-05,6.14295e-05
160,2694.31,0.71435,0.64589,1.17057,0.7646,0.70839,0.81267,0.59824,1.13464,1.96569,1.37865,5.69512e-05,5.69512e-05,5.69512e-05
161,2734.05,0.60959,0.52475,1.08927,0.75748,0.69268,0.82685,0.5994,1.10953,1.89626,1.35404,5.24729e-05,5.24729e-05,5.24729e-05
162,2750.5,0.59232,0.48591,1.06842,0.7559,0.73605,0.8529,0.61802,1.10761,1.72204,1.34932,4.79946e-05,4.79946e-05,4.79946e-05
163,2767.25,0.5748,0.4666,1.071,0.76462,0.70584,0.83722,0.60344,1.131,1.8917,1.37654,4.35164e-05,4.35164e-05,4.35164e-05
164,2783.53,0.57179,0.44771,1.06467,0.76089,0.7414,0.83818,0.61054,1.12031,1.78347,1.36817,3.90381e-05,3.90381e-05,3.90381e-05
165,2799.94,0.57418,0.45734,1.07162,0.78965,0.68511,0.81881,0.59574,1.13042,1.94489,1.3775,3.45598e-05,3.45598e-05,3.45598e-05
166,2816.68,0.56473,0.44274,1.0611,0.7881,0.7154,0.83094,0.60772,1.12463,1.91081,1.37021,3.00815e-05,3.00815e-05,3.00815e-05
167,2833.32,0.56205,0.44187,1.05533,0.79353,0.7095,0.83192,0.61348,1.1184,1.93903,1.36928,2.56032e-05,2.56032e-05,2.56032e-05
168,2849.92,0.5669,0.44285,1.05888,0.79076,0.72107,0.83243,0.6183,1.09886,1.90195,1.35898,2.11249e-05,2.11249e-05,2.11249e-05
169,2866.58,0.55428,0.44197,1.05002,0.80496,0.71987,0.83596,0.61497,1.12118,1.88997,1.36929,1.66466e-05,1.66466e-05,1.66466e-05
170,2883.72,0.55963,0.4386,1.04869,0.80818,0.71435,0.8336,0.61395,1.12283,1.90995,1.374,1.21683e-05,1.21683e-05,1.21683e-05
